,Bundesland,Landkreis,date,infected,log(infected+1)
3988,Bayern,Bamberg Städte,21-03,2.0,1.0986122886681098
3989,Brandenburg,Barnim,21-03,37.0,3.6375861597263857
3990,Bayern,Bayreuth,21-03,26.0,3.295836866004329
3991,Bayern,Bayreuth Städte,21-03,6.0,1.9459101490553132
3992,Bayern,Berchtesgadener Land,21-03,6.0,1.9459101490553132
3993,Hessen,Bergstraße,21-03,38.0,3.6635616461296463
3994,Berlin,Berlin,21-03,1024.0,6.932447891572509
3995,Rheinland-Pfalz,Bernkastel-Wittlich,21-03,18.0,2.9444389791664403
3996,Baden-Württemberg,Biberach,21-03,45.0,3.828641396489095
3997,Nordrhein-Westfalen,Bielefeld Städte,21-03,11.0,2.4849066497880004
3998,Rheinland-Pfalz,Birkenfeld,21-03,5.0,1.791759469228055
3999,Rheinland-Pfalz,Bitburg-Prüm,21-03,39.0,3.6888794541139363
4000,Baden-Württemberg,Böblingen,21-03,67.0,4.219507705176107
4001,Nordrhein-Westfalen,Bochum Städte,21-03,34.0,3.5553480614894135
4002,Baden-Württemberg,Bodensee,21-03,71.0,4.276666119016055
4003,Nordrhein-Westfalen,Bonn Städte,21-03,73.0,4.30406509320417
4004,Nordrhein-Westfalen,Borken,21-03,131.0,4.882801922586371
4005,Nordrhein-Westfalen,Bottrop Städte,21-03,9.0,2.302585092994046
4006,Brandenburg,Brandenburg an der Havel Städte,21-03,3.0,1.3862943611198906
4007,Baden-Württemberg,Breisgau-Hochschwarzwald,21-03,133.0,4.897839799950911
4008,Bremen,Bremen Städte,21-03,150.0,5.017279836814924
4009,Baden-Württemberg,Calw,21-03,108.0,4.6913478822291435
4010,Niedersachsen,Ammerland,21-03,20.0,3.044522437723423
4011,Bayern,Cham,21-03,41.0,3.7376696182833684
4012,Nordrhein-Westfalen,Cleves,21-03,69.0,4.248495242049359
4013,Niedersachsen,Aurich,21-03,23.0,3.1780538303479458
4014,Bayern,Coburg,21-03,27.0,3.332204510175204
4015,Bayern,Coburg Städte,21-03,0.0,0.0
4016,Rheinland-Pfalz,Cochem-Zell,21-03,41.0,3.7376696182833684
4017,Nordrhein-Westfalen,Coesfeld,21-03,70.0,4.2626798770413155
4018,Nordrhein-Westfalen,Cologne Städte,21-03,227.0,5.429345628954441
4019,Brandenburg,Cottbus Städte,21-03,20.0,3.044522437723423
4020,Niedersachsen,Braunschweig Städte,21-03,25.0,3.258096538021482
4021,Bayern,Dachau,21-03,45.0,3.828641396489095
4022,Brandenburg,Dahme-Spreewald,21-03,16.0,2.833213344056216
4023,Hessen,Darmstadt Städte,21-03,23.0,3.1780538303479458
4024,Hessen,Darmstadt-Dieburg,21-03,62.0,4.143134726391533
4025,Bayern,Deggendorf,21-03,52.0,3.970291913552122
4026,Niedersachsen,Celle,21-03,28.0,3.367295829986474
4027,Bayern,Dillingen,21-03,8.0,2.1972245773362196
4028,Bayern,Dingolfing-Landau,21-03,35.0,3.58351893845611
4029,Schleswig-Holstein,Dithmarschen,21-03,12.0,2.5649493574615367
4030,Bayern,Donau-Ries,21-03,10.0,2.3978952727983707
4031,Rheinland-Pfalz,Donnersbergkreis,21-03,17.0,2.8903717578961645
4032,Nordrhein-Westfalen,Dortmund Städte,21-03,64.0,4.174387269895637
4033,Nordrhein-Westfalen,Duisburg Städte,21-03,55.0,4.02535169073515
4034,Nordrhein-Westfalen,Düren,21-03,41.0,3.7376696182833684
4035,Nordrhein-Westfalen,Düsseldorf Städte,21-03,155.0,5.049856007249537
4036,Bayern,Ebersberg,21-03,51.0,3.9512437185814275
4037,Thüringen,Eichsfeld,21-03,7.0,2.0794415416798357
4038,Bayern,Eichstätt,21-03,24.0,3.2188758248682006
4039,Brandenburg,Elbe-Elster,21-03,8.0,2.1972245773362196
4040,Niedersachsen,Cloppenburg,21-03,4.0,1.6094379124341003
4041,Baden-Württemberg,Emmendingen,21-03,109.0,4.700480365792417
4042,Niedersachsen,Diepholz,21-03,61.0,4.127134385045092
4043,Nordrhein-Westfalen,Ennepe-Ruhr,21-03,11.0,2.4849066497880004
4044,Baden-Württemberg,Enz,21-03,28.0,3.367295829986474
4045,Bayern,Erding,21-03,45.0,3.828641396489095
4046,Thüringen,Erfurt Städte,21-03,28.0,3.367295829986474
4047,Bayern,Erlangen Städte,21-03,17.0,2.8903717578961645
4048,Bayern,Erlangen-Höchstadt,21-03,20.0,3.044522437723423
4049,Nordrhein-Westfalen,Essen Städte,21-03,58.0,4.07753744390572
4050,Baden-Württemberg,Esslingen,21-03,322.0,5.777652323222656
4051,Nordrhein-Westfalen,Euskirchen,21-03,13.0,2.6390573296152584
4052,Schleswig-Holstein,Flensburg Städte,21-03,13.0,2.6390573296152584
4053,Bayern,Forchheim,21-03,19.0,2.995732273553991
4054,Rheinland-Pfalz,Frankenthal Städte,21-03,11.0,2.4849066497880004
4055,Hessen,Frankfurt am Main Städte,21-03,148.0,5.003946305945459
4056,Brandenburg,Frankfurt am Oder Städte,21-03,5.0,1.791759469228055
4057,Baden-Württemberg,Freiburg,21-03,149.0,5.0106352940962555
4058,Bayern,Freising,21-03,212.0,5.3612921657094255
4059,Baden-Württemberg,Freudenstadt,21-03,14.0,2.70805020110221
4060,Bayern,Freyung-Grafenau,21-03,13.0,2.6390573296152584
4061,Niedersachsen,Emden Städte,21-03,7.0,2.0794415416798357
4062,Hessen,Fulda,21-03,76.0,4.343805421853684
4063,Bayern,Fürstenfeldbruck,21-03,46.0,3.8501476017100584
4064,Bayern,Fürth,21-03,18.0,2.9444389791664403
4065,Bayern,Fürth Städte,21-03,22.0,3.1354942159291497
4066,Bayern,Garmisch-Partenkirchen,21-03,24.0,3.2188758248682006
4067,Nordrhein-Westfalen,Gelsenkirchen Städte,21-03,13.0,2.6390573296152584
4068,Thüringen,Gera Städte,21-03,4.0,1.6094379124341003
4069,Rheinland-Pfalz,Germersheim,21-03,25.0,3.258096538021482
4070,Hessen,Gießen,21-03,56.0,4.04305126783455
4071,Niedersachsen,Emsland,21-03,57.0,4.060443010546419
4072,Baden-Württemberg,Göppingen,21-03,110.0,4.709530201312334
4073,Niedersachsen,Friesland,21-03,3.0,1.3862943611198906
4074,Thüringen,Gotha,21-03,4.0,1.6094379124341003
4075,Niedersachsen,Gifhorn,21-03,27.0,3.332204510175204
4076,Niedersachsen,Goslar,21-03,18.0,2.9444389791664403
4077,Thüringen,Greiz,21-03,36.0,3.6109179126442243
4078,Hessen,Groß-Gerau,21-03,56.0,4.04305126783455
4079,Bayern,Günzburg,21-03,12.0,2.5649493574615367
4080,Nordrhein-Westfalen,Gütersloh,21-03,101.0,4.624972813284271
4081,Nordrhein-Westfalen,Hagen Städte,21-03,11.0,2.4849066497880004
4082,Hamburg,Hamburg Städte,21-03,872.0,6.771935555839602
4083,Niedersachsen,Grafschaft Bentheim,21-03,29.0,3.4011973816621555
4084,Nordrhein-Westfalen,Hamm Städte,21-03,16.0,2.833213344056216
4085,Niedersachsen,Hamelin-Pyrmont,21-03,23.0,3.1780538303479458
4086,Niedersachsen,Hanover,21-03,233.0,5.455321115357702
4087,Bayern,Haßberge,21-03,14.0,2.70805020110221
4088,Brandenburg,Havelland,21-03,10.0,2.3978952727983707
4089,Baden-Württemberg,Heidelberg Städte,21-03,4.0,1.6094379124341003
4090,Baden-Württemberg,Heidenheim,21-03,47.0,3.871201010907891
4091,Baden-Württemberg,Heilbronn,21-03,139.0,4.941642422609304
4092,Baden-Württemberg,Heilbronn city Städte,21-03,18.0,2.9444389791664403
4093,Nordrhein-Westfalen,Heinsberg,21-03,808.0,6.695798917058491
4094,Niedersachsen,Harburg,21-03,67.0,4.219507705176107
4095,Nordrhein-Westfalen,Herford,21-03,35.0,3.58351893845611
4096,Nordrhein-Westfalen,Herne Städte,21-03,6.0,1.9459101490553132
4097,Hessen,Hersfeld-Rotenburg,21-03,25.0,3.258096538021482
4098,Thüringen,Hildburghausen,21-03,1.0,0.6931471805599453
4099,Niedersachsen,Helmstedt,21-03,16.0,2.833213344056216
4100,Nordrhein-Westfalen,Hochsauerlandkreis,21-03,60.0,4.110873864173311
4101,Hessen,Hochtaunuskreis,21-03,51.0,3.9512437185814275
4102,Bayern,Hof,21-03,30.0,3.4339872044851463
4103,Bayern,Hof Städte,21-03,10.0,2.3978952727983707
4104,Baden-Württemberg,Hohenlohe,21-03,219.0,5.393627546352362
4105,Niedersachsen,Hildesheim,21-03,35.0,3.58351893845611
4106,Nordrhein-Westfalen,Höxter,21-03,2.0,1.0986122886681098
4107,Thüringen,Ilm-Kreis,21-03,7.0,2.0794415416798357
4108,Bayern,Ingolstadt Städte,21-03,5.0,1.791759469228055
4109,Thüringen,Jena Städte,21-03,21.0,3.091042453358316
4110,Rheinland-Pfalz,Kaiserslautern,21-03,14.0,2.70805020110221
4111,Rheinland-Pfalz,Kaiserslautern Städte,21-03,14.0,2.70805020110221
4112,Baden-Württemberg,Karlsruhe,21-03,92.0,4.532599493153256
4113,Baden-Württemberg,Karlsruhe Städte,21-03,42.0,3.7612001156935624
4114,Hessen,Kassel,21-03,39.0,3.6888794541139363
4115,Hessen,Kassel Städte,21-03,43.0,3.784189633918261
4116,Bayern,Kaufbeuren Städte,21-03,0.0,0.0
4117,Bayern,Kelheim,21-03,42.0,3.7612001156935624
4118,Bayern,Kempten Städte,21-03,0.0,0.0
4119,Schleswig-Holstein,Kiel Städte,21-03,39.0,3.6888794541139363
4120,Bayern,Kitzingen,21-03,7.0,2.0794415416798357
4121,Rheinland-Pfalz,Koblenz Coblenz Städte,21-03,49.0,3.912023005428146
4122,Baden-Württemberg,Konstanz,21-03,52.0,3.970291913552122
4123,Nordrhein-Westfalen,Krefeld Städte,21-03,41.0,3.7376696182833684
4124,Bayern,Kronach,21-03,13.0,2.6390573296152584
4125,Bayern,Kulmbach,21-03,13.0,2.6390573296152584
4126,Rheinland-Pfalz,Kusel,21-03,19.0,2.995732273553991
4127,Thüringen,Kyffhäuserkreis,21-03,11.0,2.4849066497880004
4128,Hessen,Lahn-Dill-Kreis,21-03,47.0,3.871201010907891
4129,Rheinland-Pfalz,Landau Städte,21-03,5.0,1.791759469228055
4130,Bayern,Landsberg,21-03,18.0,2.9444389791664403
4131,Bayern,Landshut,21-03,68.0,4.23410650459726
4132,Bayern,Landshut Städte,21-03,28.0,3.367295829986474
4133,Schleswig-Holstein,Lauenburg,21-03,21.0,3.091042453358316
4134,Niedersachsen,Holzminden,21-03,21.0,3.091042453358316
4135,Nordrhein-Westfalen,Leverkusen Städte,21-03,29.0,3.4011973816621555
4136,Bayern,Lichtenfels,21-03,20.0,3.044522437723423
4137,Hessen,Limburg-Weilburg,21-03,56.0,4.04305126783455
4138,Bayern,Lindau,21-03,36.0,3.6109179126442243
4139,Nordrhein-Westfalen,Lippe,21-03,103.0,4.6443908991413725
4140,Baden-Württemberg,Lörrach,21-03,57.0,4.060443010546419
4141,Schleswig-Holstein,Lübeck Städte,21-03,21.0,3.091042453358316
4142,Niedersachsen,Leer,21-03,11.0,2.4849066497880004
4143,Baden-Württemberg,Ludwigsburg,21-03,176.0,5.176149732573829
4144,Rheinland-Pfalz,Ludwigshafen Städte,21-03,17.0,2.8903717578961645
4145,Niedersachsen,Lüchow-Dannenberg,21-03,5.0,1.791759469228055
4146,Hessen,Main-Kinzig-Kreis,21-03,50.0,3.9318256327243257
4147,Bayern,Main-Spessart,21-03,13.0,2.6390573296152584
4148,Baden-Württemberg,Main-Tauber,21-03,36.0,3.6109179126442243
4149,Hessen,Main-Taunus-Kreis Städte,21-03,53.0,3.9889840465642745
4150,Rheinland-Pfalz,Mainz Städte,21-03,63.0,4.1588830833596715
4151,Rheinland-Pfalz,Mainz-Bingen,21-03,47.0,3.871201010907891
4152,Baden-Württemberg,Mannheim Städte,21-03,81.0,4.406719247264253
4153,Hessen,Marburg-Biedenkopf,21-03,35.0,3.58351893845611
4154,Brandenburg,Märkisch-Oderland,21-03,23.0,3.1780538303479458
4155,Nordrhein-Westfalen,Märkischer Kreis,21-03,31.0,3.4657359027997265
4156,Rheinland-Pfalz,Mayen-Koblenz,21-03,120.0,4.795790545596741
4157,Bayern,Memmingen Städte,21-03,16.0,2.833213344056216
4158,Saarland,Merzig-Wadern,21-03,1.0,0.6931471805599453
4159,Nordrhein-Westfalen,Mettmann,21-03,72.0,4.290459441148391
4160,Bayern,Miesbach,21-03,108.0,4.6913478822291435
4161,Bayern,Miltenberg,21-03,28.0,3.367295829986474
4162,Nordrhein-Westfalen,Minden-Lübbecke,21-03,111.0,4.718498871295094
4163,Nordrhein-Westfalen,Mönchengladbach Städte,21-03,35.0,3.58351893845611
4164,Bayern,Mühldorf,21-03,33.0,3.5263605246161616
4165,Nordrhein-Westfalen,Mülheim Städte,21-03,17.0,2.8903717578961645
4166,Bayern,München,21-03,220.0,5.3981627015177525
4167,Bayern,Munich Städte,21-03,584.0,6.371611847231857
4168,Nordrhein-Westfalen,Münster Städte,21-03,124.0,4.8283137373023015
4169,Baden-Württemberg,Neckar-Odenwald-Kreis,21-03,30.0,3.4339872044851463
4170,Bayern,Neu-Ulm,21-03,50.0,3.9318256327243257
4171,Bayern,Neuburg-Schrobenhausen,21-03,27.0,3.332204510175204
4172,Bayern,Neumarkt,21-03,18.0,2.9444389791664403
4173,Schleswig-Holstein,Neumünster Städte,21-03,7.0,2.0794415416798357
4174,Saarland,Neunkirchen,21-03,25.0,3.258096538021482
4175,Bayern,Neustadt,21-03,26.0,3.295836866004329
4176,Rheinland-Pfalz,Neustadt Städte,21-03,10.0,2.3978952727983707
4177,Bayern,Neustadt-Bad Windsheim,21-03,9.0,2.302585092994046
4178,Rheinland-Pfalz,Neuwied,21-03,58.0,4.07753744390572
4179,Niedersachsen,Lüneburg,21-03,49.0,3.912023005428146
4180,Schleswig-Holstein,Nordfriesland,21-03,17.0,2.8903717578961645
4181,Thüringen,Nordhausen,21-03,3.0,1.3862943611198906
4182,Niedersachsen,Nienburg,21-03,14.0,2.70805020110221
4183,Bayern,Nuremberg Städte,21-03,67.0,4.219507705176107
4184,Bayern,Nürnberger Land,21-03,39.0,3.6888794541139363
4185,Bayern,Oberallgäu,21-03,61.0,4.127134385045092
4186,Nordrhein-Westfalen,Oberbergischer Kreis,21-03,50.0,3.9318256327243257
4187,Nordrhein-Westfalen,Oberhausen Städte,21-03,11.0,2.4849066497880004
4188,Brandenburg,Oberhavel,21-03,32.0,3.4965075614664802
4189,Brandenburg,Oberspreewald-Lausitz,21-03,5.0,1.791759469228055
4190,Hessen,Odenwaldkreis,21-03,17.0,2.8903717578961645
4191,Brandenburg,Oder-Spree,21-03,32.0,3.4965075614664802
4192,Hessen,Offenbach,21-03,64.0,4.174387269895637
4193,Hessen,Offenbach am Main Städte,21-03,6.0,1.9459101490553132
4194,Niedersachsen,Northeim,21-03,12.0,2.5649493574615367
4195,Nordrhein-Westfalen,Olpe,21-03,9.0,2.302585092994046
4196,Baden-Württemberg,Ortenaukreis,21-03,74.0,4.31748811353631
4197,Niedersachsen,Oldenburg Städte,21-03,28.0,3.367295829986474
4198,Niedersachsen,Osnabrück,21-03,64.0,4.174387269895637
4199,Baden-Württemberg,Ostalbkreis,21-03,90.0,4.51085950651685
4200,Bayern,Ostallgäu,21-03,5.0,1.791759469228055
4201,Niedersachsen,Osnabrück Städte,21-03,75.0,4.330733340286331
4202,Niedersachsen,Osterholz,21-03,23.0,3.1780538303479458
4203,Schleswig-Holstein,Ostholstein,21-03,12.0,2.5649493574615367
4204,Brandenburg,Ostprignitz-Ruppin,21-03,7.0,2.0794415416798357
4205,Nordrhein-Westfalen,Paderborn,21-03,36.0,3.6109179126442243
4206,Bayern,Passau,21-03,25.0,3.258096538021482
4207,Bayern,Passau Städte,21-03,6.0,1.9459101490553132
4208,Niedersachsen,Peine,21-03,16.0,2.833213344056216
4209,Bayern,Pfaffenhofen,21-03,18.0,2.9444389791664403
4210,Baden-Württemberg,Pforzheim Städte,21-03,14.0,2.70805020110221
4211,Schleswig-Holstein,Pinneberg,21-03,77.0,4.356708826689592
4212,Schleswig-Holstein,Plön,21-03,12.0,2.5649493574615367
4213,Brandenburg,Potsdam Städte,21-03,22.0,3.1354942159291497
4214,Brandenburg,Potsdam-Mittelmark,21-03,12.0,2.5649493574615367
4215,Brandenburg,Prignitz,21-03,0.0,0.0
4216,Baden-Württemberg,Rastatt,21-03,81.0,4.406719247264253
4217,Baden-Württemberg,Ravensburg,21-03,107.0,4.68213122712422
4218,Nordrhein-Westfalen,Recklinghausen,21-03,72.0,4.290459441148391
4219,Bayern,Regen,21-03,25.0,3.258096538021482
4220,Bayern,Regensburg,21-03,27.0,3.332204510175204
4221,Bayern,Regensburg Städte,21-03,24.0,3.2188758248682006
4222,Baden-Württemberg,Rems-Murr-Kreis,21-03,118.0,4.77912349311153
4223,Nordrhein-Westfalen,Remscheid Städte,21-03,13.0,2.6390573296152584
4224,Schleswig-Holstein,Rendsburg-Eckernförde,21-03,33.0,3.5263605246161616
4225,Baden-Württemberg,Reutlingen,21-03,95.0,4.564348191467836
4226,Nordrhein-Westfalen,Rhein-Erft-Kreis,21-03,48.0,3.8918202981106265
4227,Rheinland-Pfalz,Rhein-Hunsrück,21-03,45.0,3.828641396489095
4228,Nordrhein-Westfalen,Rhein-Kreis Neuss,21-03,38.0,3.6635616461296463
4229,Rheinland-Pfalz,Rhein-Lahn,21-03,33.0,3.5263605246161616
4230,Baden-Württemberg,Rhein-Neckar-Kreis,21-03,232.0,5.4510384535657
4231,Rheinland-Pfalz,Rhein-Pfalz-Kreis,21-03,9.0,2.302585092994046
4232,Nordrhein-Westfalen,Rhein-Sieg,21-03,30.0,3.4339872044851463
4233,Hessen,Rheingau-Taunus-Kreis,21-03,31.0,3.4657359027997265
4234,Nordrhein-Westfalen,Rheinisch-Bergischer Kreis,21-03,48.0,3.8918202981106265
4235,Bayern,Rhön-Grabfeld,21-03,12.0,2.5649493574615367
4236,Sachsen,Chemnitz Städte,21-03,41.0,3.7376696182833684
4237,Bayern,Rosenheim,21-03,193.0,5.267858159063328
4238,Bayern,Rosenheim Städte,21-03,8.0,2.1972245773362196
4239,Niedersachsen,Rotenburg,21-03,24.0,3.2188758248682006
4240,Bayern,Roth,21-03,13.0,2.6390573296152584
4241,Bayern,Rottal-Inn,21-03,55.0,4.02535169073515
4242,Baden-Württemberg,Rottweil,21-03,10.0,2.3978952727983707
4243,Thüringen,Saale-Holzland,21-03,16.0,2.833213344056216
4244,Thüringen,Saale-Orla,21-03,7.0,2.0794415416798357
4245,Thüringen,Saalfeld-Rudolstadt,21-03,16.0,2.833213344056216
4246,Sachsen-Anhalt,Altmarkkreis Salzwedel,21-03,3.0,1.3862943611198906
4247,Saarland,Saarbrücken Städte,21-03,80.0,4.394449154672439
4248,Saarland,Saarlouis,21-03,24.0,3.2188758248682006
4249,Saarland,Saarpfalz,21-03,28.0,3.367295829986474
4250,Sachsen,Döbeln,21-03,8.0,2.1972245773362196
4251,Niedersachsen,Salzgitter Städte,21-03,16.0,2.833213344056216
4252,Sachsen-Anhalt,Dessau Städte,21-03,5.0,1.791759469228055
4253,Saarland,Sankt Wendel,21-03,29.0,3.4011973816621555
4254,Niedersachsen,Schaumburg,21-03,25.0,3.258096538021482
4255,Schleswig-Holstein,Schleswig-Flensburg,21-03,25.0,3.258096538021482
4256,Thüringen,Schmalkalden-Meiningen,21-03,13.0,2.6390573296152584
4257,Sachsen-Anhalt,Halle Städte,21-03,43.0,3.784189633918261
4258,Bayern,Schwabach Städte,21-03,8.0,2.1972245773362196
4259,Baden-Württemberg,Schwäbisch Hall,21-03,97.0,4.584967478670572
4260,Hessen,Schwalm-Eder-Kreis,21-03,58.0,4.07753744390572
4261,Bayern,Schwandorf,21-03,0.0,0.0
4262,Baden-Württemberg,Schwarzwald-Baar-Kreis,21-03,45.0,3.828641396489095
4263,Bayern,Schweinfurt,21-03,4.0,1.6094379124341003
4264,Bayern,Schweinfurt Städte,21-03,0.0,0.0
4265,Schleswig-Holstein,Segeberg,21-03,29.0,3.4011973816621555
4266,Nordrhein-Westfalen,Siegen-Wittgenstein,21-03,15.0,2.772588722239781
4267,Baden-Württemberg,Sigmaringen,21-03,82.0,4.418840607796598
4268,Nordrhein-Westfalen,Soest,21-03,12.0,2.5649493574615367
4269,Nordrhein-Westfalen,Solingen Städte,21-03,9.0,2.302585092994046
4270,Niedersachsen,Soltau-Fallingbostel,21-03,4.0,1.6094379124341003
4271,Thüringen,Sömmerda,21-03,3.0,1.3862943611198906
4272,Thüringen,Sonneberg,21-03,0.0,0.0
4273,Rheinland-Pfalz,Speyer Spires Städte,21-03,7.0,2.0794415416798357
4274,Brandenburg,Spree-Neiße,21-03,25.0,3.258096538021482
4275,Niedersachsen,Stade,21-03,44.0,3.8066624897703196
4276,Bayern,Starnberg,21-03,83.0,4.430816798843313
4277,Schleswig-Holstein,Steinburg,21-03,12.0,2.5649493574615367
4278,Nordrhein-Westfalen,Steinfurt,21-03,100.0,4.61512051684126
4279,Sachsen-Anhalt,Jerichower Land,21-03,4.0,1.6094379124341003
4280,Sachsen,Dresden Städte,21-03,84.0,4.442651256490317
4281,Schleswig-Holstein,Stormarn,21-03,17.0,2.8903717578961645
4282,Bayern,Straubing Städte,21-03,30.0,3.4339872044851463
4283,Bayern,Straubing-Bogen,21-03,29.0,3.4011973816621555
4284,Baden-Württemberg,Stuttgart Städte,21-03,308.0,5.733341276897746
4285,Rheinland-Pfalz,Südliche Weinstraße,21-03,30.0,3.4339872044851463
4286,Rheinland-Pfalz,Südwestpfalz,21-03,12.0,2.5649493574615367
4287,Thüringen,Suhl Städte,21-03,4.0,1.6094379124341003
4288,Brandenburg,Teltow-Fläming,21-03,13.0,2.6390573296152584
4289,Bayern,Tirschenreuth,21-03,111.0,4.718498871295094
4290,Sachsen,Freiberg,21-03,8.0,2.1972245773362196
4291,Bayern,Traunstein,21-03,44.0,3.8066624897703196
4292,Rheinland-Pfalz,Trier Städte,21-03,11.0,2.4849066497880004
4293,Rheinland-Pfalz,Trier-Saarburg,21-03,21.0,3.091042453358316
4294,Baden-Württemberg,Tübingen,21-03,114.0,4.74493212836325
4295,Baden-Württemberg,Tuttlingen,21-03,13.0,2.6390573296152584
4296,Brandenburg,Uckermark,21-03,4.0,1.6094379124341003
4297,Mecklenburg-Vorpommern,Rostock Städte,21-03,23.0,3.1780538303479458
4298,Niedersachsen,Uelzen,21-03,7.0,2.0794415416798357
4299,Baden-Württemberg,Ulm Städte,21-03,35.0,3.58351893845611
4300,Nordrhein-Westfalen,Unna,21-03,15.0,2.772588722239781
4301,Thüringen,Unstrut-Hainich,21-03,5.0,1.791759469228055
4302,Bayern,Unterallgäu,21-03,22.0,3.1354942159291497
4303,Niedersachsen,Vechta,21-03,41.0,3.7376696182833684
4304,Niedersachsen,Verden,21-03,25.0,3.258096538021482
4305,Nordrhein-Westfalen,Viersen,21-03,39.0,3.6888794541139363
4306,Hessen,Vogelsbergkreis,21-03,17.0,2.8903717578961645
4307,Sachsen,Leipzig Städte,21-03,129.0,4.867534450455582
4308,Rheinland-Pfalz,Vulkaneifel,21-03,28.0,3.367295829986474
4309,Hessen,Waldeck-Frankenberg,21-03,29.0,3.4011973816621555
4310,Baden-Württemberg,Waldshut,21-03,13.0,2.6390573296152584
4311,Nordrhein-Westfalen,Warendorf,21-03,83.0,4.430816798843313
4312,Thüringen,Wartburgkreis,21-03,5.0,1.791759469228055
4313,Bayern,Weiden Städte,21-03,20.0,3.044522437723423
4314,Bayern,Weilheim-Schongau,21-03,78.0,4.3694478524670215
4315,Thüringen,Weimar Städte,21-03,10.0,2.3978952727983707
4316,Thüringen,Weimarer Land,21-03,9.0,2.302585092994046
4317,Bayern,Weißenburg-Gunzenhausen,21-03,12.0,2.5649493574615367
4318,Sachsen-Anhalt,Magdeburg Städte,21-03,39.0,3.6888794541139363
4319,Sachsen,Mittweida,21-03,8.0,2.1972245773362196
4320,Sachsen-Anhalt,Stendal,21-03,9.0,2.302585092994046
4321,Hessen,Werra-Meißner-Kreis,21-03,3.0,1.3862943611198906
4322,Nordrhein-Westfalen,Wesel,21-03,66.0,4.204692619390966
4323,Niedersachsen,Wesermarsch,21-03,5.0,1.791759469228055
4324,Rheinland-Pfalz,Westerwaldkreis,21-03,60.0,4.110873864173311
4325,Hessen,Wetteraukreis,21-03,40.0,3.713572066704308
4326,Hessen,Wiesbaden Städte,21-03,52.0,3.970291913552122
4327,Niedersachsen,Wilhelmshaven Städte,21-03,5.0,1.791759469228055
4328,Mecklenburg-Vorpommern,Schwerin Städte,21-03,33.0,3.5263605246161616
4329,Sachsen-Anhalt,Wittenberg,21-03,11.0,2.4849066497880004
4330,Niedersachsen,Wittmund,21-03,4.0,1.6094379124341003
4331,Niedersachsen,Wolfenbüttel,21-03,3.0,1.3862943611198906
4332,Niedersachsen,Wolfsburg Städte,21-03,15.0,2.772588722239781
4333,Rheinland-Pfalz,Worms Städte,21-03,4.0,1.6094379124341003
4334,Bayern,Wunsiedel,21-03,46.0,3.8501476017100584
4335,Nordrhein-Westfalen,Wuppertal Städte,21-03,37.0,3.6375861597263857
4336,Bayern,Würzburg,21-03,10.0,2.3978952727983707
4337,Bayern,Würzburg Städte,21-03,18.0,2.9444389791664403
4338,Baden-Württemberg,Zollernalbkreis,21-03,70.0,4.2626798770413155
4339,Rheinland-Pfalz,Zweibrücken Städte,21-03,1.0,0.6931471805599453
4340,Nordrhein-Westfalen,Aachen,22-03,118.0,4.77912349311153
4341,Nordrhein-Westfalen,Aachen Städte,22-03,176.0,5.176149732573829
4342,Sachsen-Anhalt,Anhalt-Zerbst,22-03,3.0,1.3862943611198906
4343,Sachsen-Anhalt,Bitterfeld,22-03,3.0,1.3862943611198906
4344,Sachsen-Anhalt,Köthen,22-03,3.0,1.3862943611198906
4345,Sachsen,Bautzen,22-03,25.0,3.258096538021482
4346,Sachsen,Kamenz,22-03,25.0,3.258096538021482
4347,Sachsen-Anhalt,Bördekreis,22-03,14.0,2.70805020110221
4348,Sachsen-Anhalt,Ohrekreis,22-03,14.0,2.70805020110221
4349,Niedersachsen,Cuxhaven,22-03,38.0,3.6635616461296463
4350,Niedersachsen,Oldenburg,22-03,25.0,3.258096538021482
4351,Sachsen,Annaberg,22-03,8.0,2.1972245773362196
4352,Sachsen,Aue-Schwarzenberg,22-03,8.0,2.1972245773362196
4353,Sachsen,Mittlerer Erzgebirgskreis,22-03,8.0,2.1972245773362196
4354,Sachsen,Stollberg,22-03,8.0,2.1972245773362196
4355,Sachsen,Görlitz Städte,22-03,4.0,1.6094379124341003
4356,Sachsen,Löbau-Zittau,22-03,4.0,1.6094379124341003
4357,Sachsen,Niederschlesischer Oberlausitzkreis,22-03,4.0,1.6094379124341003
4358,Niedersachsen,Göttingen,22-03,28.0,3.367295829986474
4359,Niedersachsen,Osterode,22-03,28.0,3.367295829986474
4360,Sachsen-Anhalt,Halberstadt,22-03,4.0,1.6094379124341003
4361,Sachsen-Anhalt,Quedlinburg,22-03,4.0,1.6094379124341003
4362,Sachsen-Anhalt,Wernigerode,22-03,4.0,1.6094379124341003
4363,Sachsen,Leipziger Land,22-03,16.0,2.833213344056216
4364,Sachsen,Muldentalkreis,22-03,16.0,2.833213344056216
4365,Mecklenburg-Vorpommern,Ludwigslust,22-03,10.0,2.3978952727983707
4366,Mecklenburg-Vorpommern,Parchim,22-03,10.0,2.3978952727983707
4367,Sachsen-Anhalt,Mansfelder Land,22-03,2.0,1.0986122886681098
4368,Sachsen-Anhalt,Sangerhausen,22-03,2.0,1.0986122886681098
4369,Mecklenburg-Vorpommern,Demmin,22-03,6.0,1.9459101490553132
4370,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,22-03,6.0,1.9459101490553132
